id,code,name,dept_id,credits,description,avg_gpa,difficulty,enrollment,rating
RWFM424,RWFM 424,Wildlife Damage Management,RWFM,3,"Exploration of the principles, philosophy, techniques, and application of wildlife damage management to solve negativistic human-wildlife interactions;  exposure to animal capture, handling and sampling as well as human dimensions of wildlife damage management; hands-on project throughout the semester in real-world wildlife damage management situations; focus on preparation to pursue employment as a wildlife damage manager with public or private employers.",-1,Unknown,0,3.0
RWFM425,RWFM 425,Carnivore Management,RWFM,3,"Principles and practices of carnivore management; biology, ecology and management of various carnivorous wildlife species; application of the principles of trophic levels, carrying capacity and wildlife restoration to inform management plans; emphasis on current carnivore management scenarios that encompass both the biology and human-dimensions of carnivores; real-life examples to contextualize course learning.",-1,Unknown,0,3.0
RWFM436,RWFM 436,Natural Resources Policy,RWFM,3,Natural resources and forest policy development in the United States and review of current issues in forest and related natural resource policy.,3.82,Light,47,3.0
RWFM440,RWFM 440,Wetland Delineation,RWFM,3,"Application of the 1987 Wetland Delineation Manual in use by the Army Corps of Engineers (CORPS); field indicators of hydrophytic vegetation; hydric soils, wetland hydrology, methods for making jurisdictional determinations in non-disturbed and disturbed areas, recognition of problem wetlands and technical guidelines for wetlands.",-1,Unknown,0,3.0
RWFM443,RWFM 443,Aquaculture Production and Hatchery Management,RWFM,3,Scientific perspectives concerning major principles associated with fish production under controlled conditions; production techniques associated with prominent species produced via aquaculture throughout the world with emphasis on those cultured in the United States.,2.41,Intensive,13,3.0
RWFM444,RWFM 444,Aquaculture Hatchery Management,RWFM,3,"Study of finfish and shellfish hatchery requirements and operations, broodstock management, reproduction and hatchery techniques and application of those techniques in the field; management of hatchery systems for the production of seed stock.",-1,Unknown,0,3.0
RWFM445,RWFM 445,Fish Health and Diseases,RWFM,3,"Health disorders and diseases of finfish and shellfish including water quality issues and management, environmental endocrine disruptors, biosecurity and practical techniques used to isolate, identify and manage or mitigate diseases.",3.61,Moderate,10,3.0
RWFM446,RWFM 446,Fish Physiology,RWFM,3,"Physiology of fish focusing on the diverse range of functional adaptations that fish use to cope with various environmental and physiological states; bioenergetics, respiration, cardiovascular system, blood chemistry and function, muscle function and locomotion, gas exchange, buoyancy regulation, nitrogen metabolism and excretion, thermoregulation, reproduction, growth, osmoregulation, and immunity.",-1,Unknown,0,3.0
RWFM447,RWFM 447,"Aquatic Animal Nutrition, Diet Formulation and Feeding",RWFM,3,"Review of scientific perspectives on major aspects of nutrition, diet formulation and feeding of aquatic species in aquaculture; major disease-causing organisms encountered in aquaculture and means of disease prevention and control.",3.14,Challenging,0,3.0
RWFM461,RWFM 461,Community-Based Conservation,RWFM,3,"Study of community-based conservation (CBC); definition, description, discussion, and analysis of the history, principles, critical actors, benefits, factors leading to successful initiatives, challenges in implementation and different models of community-based conservation.",-1,Unknown,0,3.0
RWFM465,RWFM 465,Managing Outdoor Enterprises,RWFM,3,Integration and synthesis of the skills learned throughout the outdoor enterprise management curriculum as well as presentations from industry representatives and content experts; application of various material from previous courses to managing a diverse array of outdoor enterprises.,-1,Unknown,0,3.0
RWFM470,RWFM 470,Environmental Impact Assessment,RWFM,3,Evolution of natural resources regulatory policies and how this influences current procedures for environmental/natural resources assessment and management; demonstration of the environmental impact assessment procedures and policy issues associated with environmental impacts.,3.95,Light,28,3.5
RWFM480,RWFM 480,Plant Identification and Undergraduate Range Management Exam,RWFM,3,"Knowledge of plants morphology, identification and distribution for the profession of range management; knowledge of range management across the world; weekly tests to train on plant and range management knowledge. May be repeated for credit.",4.0,Light,0,3.0
RWFM481,RWFM 481,Senior Seminar,RWFM,1,"Completion of professional e-portfolio, résumé and job application; exploration of job search, application, and interview; discipline competency exams; program evaluation.",3.84,Light,33,3.0
RWFM484,RWFM 484,Internship,RWFM,9,Practical experience working in a professional wildlife or fisheries facility.,3.96,Light,58,3.0
RWFM485,RWFM 485,Directed Studies,RWFM,3,Individual study and research on selected problem approved by instructor and academic advisor.,-1,Unknown,0,3.0
RWFM489,RWFM 489,Special Topics in...,RWFM,4,Selected topics in an identified area of wildlife and fisheries sciences. May be repeated for credit.,4.0,Light,10,3.0
RWFM491,RWFM 491,Research,RWFM,6,Laboratory and/or field research supervised by a faculty member in wildlife and fisheries sciences. Registration in multiple sections of this course are possible within a given semester provided the per semester credit hour limit is not exceeded.,-1,Unknown,0,3.0
SCMT281,SCMT 281,Supply Chain Management Professional Development,SCMT,1,"Exposure to professional issues, contemporary supply chain and operations topics, potential supply chain career options, and supply chain management employers. Must be taken on a satisfactory/unsatisfactory basis.",-1,Unknown,0,3.0
SCMT300,SCMT 300,Business Communications I,SCMT,1,"Proper techniques for writing major-specific business communications; progress report, memorandum, letter, executive summary; verbal communications via phone call and person-to-person communications; critiques of personal and peer writing.",3.88,Light,31,5.0
SCMT305,SCMT 305,Forecasting and the Statistical Foundation of Business Analytics,SCMT,3,Selected topics in forecasting and the statistical foundation of business analytics; practical applications to supply chain management and other business functions.,3.31,Moderate,0,3.0
SCMT309,SCMT 309,Supply Chain Management Principles,SCMT,3,"Integrated management of the make, buy and delivery processes in firms; emphasis on issues specific to the procurement, manufacturing, and logistics disciplines; requirements for operating in a global marketplace; includes cultural, functional and strategic aspects of global business.",-1,Unknown,0,2.5
SCMT334,SCMT 334,Purchasing Practices,SCMT,3,"Operational practices to run a purchasing department; understanding the types of specifications; identifying and quantifying costs to make versus buy; identifying, soliciting, qualifying domestic and international suppliers; selecting suppliers; estimating the total cost of ownership; devising compensation agreements; understanding the legal framework; and assuring ethical practices.",-1,Unknown,0,3.0
SCMT335,SCMT 335,Sourcing and Procurement,SCMT,3,"Processes to identify and manage suppliers for goods and services to support operations; including sourcing, contracting, negotiations, buying procedures, cost and price analysis, vendor relations, auditing and inspection, supplier relations, and applications to information technology systems.",3.72,Light,49,4.0
SCMT336,SCMT 336,Data Analytics with Optimization,SCMT,3,"Application of quantitative decision-making techniques to management decision problems; focus on model development, solution and implementation of results; optimization.",2.87,Challenging,48,3.9
SCMT340,SCMT 340,Managing Logistics and Supply Chain Operations,SCMT,3,"Integration of activities and processes needed to compete in a highly competitive global environment; application of methods and tools that generate competitive advantage, develop inventory models, conduct transportation analysis, evaluate strategic network configurations, and develop cohesive, competitive advantage generating strategies.",3.39,Moderate,53,2.5
SCMT345,SCMT 345,Business Process Design,SCMT,3,"Design, implementation and improvement of the processes by which a firm sources, makes, and delivers products and services to meet customer requirements; includes six-sigma, process flow charting, computer simulation, and other techniques to document, analyze, design and improve business processes.",3.38,Moderate,61,2.6
SCMT361,SCMT 361,Operations Planning and Control,SCMT,3,"Planning and controlling the conversion of materials, labor, capital, and information into goods and services for both manufacturing and service organizations; emphasis on managerial and technical aspects of planning and controlling operating systems.",3.25,Challenging,50,5.0
SCMT364,SCMT 364,Operations Management,SCMT,3,"Concepts, issues and techniques used to plan, analyze, and control systems of production; operational problems in producing goods and services.",3.51,Moderate,944,3.4
SCMT375,SCMT 375,Supply Chain Security,SCMT,3,Security of global supply chains; selection of appropriate technologies utilized in securing global supply chains; planning responses to disaster events in relation to the delivery and receipt of goods and services; designing draft security policies for an organization’s supply chain.,3.9,Light,59,3.0
SCMT380,SCMT 380,Lean Business Systems,SCMT,3,"Analysis of real world business challenges using an operational framework to identify and solve problems; provides a route map to sustain results; exploration of lean strategies such as root cause analysis, batch to pull processes, value stream mapping, level loading, line balancing.",3.76,Light,17,3.0
SCMT390,SCMT 390,Blockchain and AI Business Transformation,SCMT,3,"Transforming processes and business models through the application of advanced technologies; blockchain and Artificial Intelligence (AI); focus on underlying technologies, business process design, business case development and consulting; final project presentation of a new process or model and a supporting business case.",3.57,Moderate,25,3.0
SCMT455,SCMT 455,Cybersecurity Management,SCMT,3,"Explores business, managerial and technological aspects of information and cybersecurity; analysis, design, implementation and management issues surrounding effective information security; includes risk management, business continuity planning, and security policy development.",3.72,Light,9,3.0
SCMT465,SCMT 465,Information Technology for Supply Chain Management,SCMT,3,"Overview of information technology applications for planning and controlling the design, manufacture and distribution of goods and services; managerial and technical aspects of information technology for product design, shop floor, factory, enterprise and supply chain management.",3.59,Moderate,72,4.5
SCMT468,SCMT 468,Enterprise Resource Planning,SCMT,3,"Application of advanced information technology for integrating business functions through distributed databases; applications for planning, scheduling, purchasing and costing to multiple layers of the organization.",3.29,Challenging,17,3.6
SCMT469,SCMT 469,Transportation Management Systems,SCMT,3,"The discipline of transportation management; exploration of the transportation function as related to the different modes, role of government, carrier management, transportation economics and current trends in the field.",3.97,Light,23,3.0
SCMT481,SCMT 481,Seminar,SCMT,1,"Exposure to professional issues, contemporary supply chain and operations topics, potential supply chain career options, and supply chain management employers. Must be taken on a satisfactory/unsatisfactory basis.",-1,Unknown,0,3.0
SCMT484,SCMT 484,Supply Chain Management Internship,SCMT,4,A directed internship in an organization to provide students with a learning experience supervised by professionals in organizational settings appropriate to the student’s professional objectives.  Must be taken on a satisfactory/unsatisfactory basis.,-1,Unknown,0,3.0
SCMT485,SCMT 485,Directed Studies,SCMT,4,Directed study of selected problems in an area of supply chain management not covered in other courses.,4.0,Light,9,3.0
SCMT489,SCMT 489,Special Topics In...,SCMT,4,Selected topic in an identified field of supply chain management two times for credit.,3.71,Light,17,3.0
SCSC105,SCSC 105,World Food and Fiber Crops,SCSC,3,"(AGRI 1307, AGRI 1407) World Food and Fiber Crops.   Plant relationships, structure and development; environmental factors affecting plants; technological aspects of agricultural practices; food production for an increasing population.",3.61,Moderate,139,4.6
SCSC201,SCSC 201,American Agriculture,SCSC,3,"American Indian farming; land settlement and Homestead Act; crops, and livestock; effects of wars; land grant universities; United States Department of Agriculture (USDA); great depression; dust bowl; farm equipment; irrigation; fertilization; pest controls; biotech and genetically modified organisms (GMOs); plant breeding; organic; precision farming; drones; cultural and social aspects of agriculture.",3.7,Light,0,4.6
SCSC205,SCSC 205,Problem Solving in Plant and Soil Systems,SCSC,3,"Problems in management of soils, crops, and natural resources; problem solving skills including collecting, interpreting, using and communicating scientific and nonscientific data.",3.49,Moderate,0,4.8
SCSC289,SCSC 289,Special Topics In...,SCSC,4,Selected topics in an identified area of soil and crop sciences. May be repeated for credit.,-1,Unknown,0,3.0
SCSC291,SCSC 291,Research,SCSC,3,Research conducted under the direction of faculty member in agronomy. May be repeated 2 times for credit.,-1,Unknown,0,3.0
SCSC301,SCSC 301,Soil Science,SCSC,4,"Evaluation of the nature and properties of soils; explanation of the various soils, their components and roles in the environment using the scientific methods and technology.",2.73,Challenging,144,3.9
SCSC302,SCSC 302,Recreational Turf,SCSC,3,"Principles underlying construction and maintenance practices for turf facilities including athletic fields, golf courses, parks and home lawns; aesthetic, safety and economic aspects of turf varieties, soil conditions, plant protectants and maintenance equipment.",3.34,Moderate,264,4.6
SCSC304,SCSC 304,Plant Breeding and Genetics,SCSC,3,"Genetic improvement of crops by hybridization and selection; special breeding methods and techniques applicable to naturally self-pollinated, cross-pollinated and asexually reproduced plants.",2.8,Challenging,33,4.5
SCSC305,SCSC 305,Professional Development in Agronomy,SCSC,1,"Development of soft skills required for a successful career in soil and crop sciences; includes a field trip to agricultural enterprises in Texas prior to the start of the summer session to interact with leadership from global agricultural companies and Texas A&M AgriLife researchers; enhancement of effective learning skills, job seeking and retention, and setting and achieving both near-term and long-term professional goals.",-1,Unknown,0,3.0
SCSC307,SCSC 307,Crop Biology and Physiology,SCSC,4,"Emphasis on seed biology, germination, development of cells and tissues, anatomy, and growth and development of crop plants; plant hormones and tropisms, membranes and membrane transport, water absorption and transport through plants, photosynthesis, respiration and carbohydrate metabolism, and flowering; environmental effects on crop adaptation, growth, development, and productivity.",3.36,Moderate,29,5.0
SCSC309,SCSC 309,Water in Soils and Plants,SCSC,3,"Fundamentals of plant water use, and water movement and storage in soils; evapotranspiration, plant water requirements and irrigation scheduling; issues impacting irrigation and water quality; techniques for measuring soil and plant water relations.",3.02,Challenging,54,4.5
SCSC310,SCSC 310,Soil Morphology and Interpretations,SCSC,3,Field study of morphological features of soil profiles and the morphological characterization of soils concerning interpretation for soil use and management.,2.89,Challenging,26,4.0
SCSC311,SCSC 311,Principles of Crop Production,SCSC,3,"Origin and development of major U.S. agronomic crops; crop and species adaptation; crop management factors such as cultivar selection, planting, pest control, plant nutrition, irrigation, harvesting; organic farming; conservation agriculture; bioenergy crops; influence of markets, government policies, and global economy on cropping strategies; provide an understanding of the major row and drill (agronomic) crops grown in the United States including barley, corn, cotton, grain sorghum, peanuts, rice, soybean and wheat.",2.41,Intensive,0,3.0
SCSC312,SCSC 312,Professional Development in Turfgrass,SCSC,1,"Includes but not limited to fertilizer, pesticide, irrigation calculations; turfgrass, insect and weed identification and management, soils and rootzone construction; irrigation system operation and auditing; sprayer and spreader operation and calibration; builds upon and allows application of information obtained in SCSC 302 ; designed to better prepare those intending to compete in the GCSAA and STMA Collegiate Turf Bowl competitions.",3.5,Moderate,0,3.0
SCSC315,SCSC 315,Hemp Production and Utilization,SCSC,3,"Advanced topics in principles and practices of producing hemp and its utilization in industrial, nutritional and therapeutic activities.",3.84,Light,0,5.0
SCSC317,SCSC 317,Environmental Field Soil Judging,SCSC,2,"Evaluation, description and classification of soils in the field; assessment and interpretation of soil morphological, chemical and physical properties; compete in collegiate soil judging competitions. May be taken six times for credit.",-1,Unknown,0,3.0
SCSC330,SCSC 330,Social and Ethical Aspects of International Cropping Systems,SCSC,3,"Philosophical basis of ethical decisions; includes slavery, war, population growth, migration, farm workers, chemical inputs, genetically modified organisms, soil and water conservation and protection of wild species.",3.38,Moderate,21,2.5
SCSC401,SCSC 401,Forensic Soil Science,SCSC,3,"Examination of soils biology, chemistry and physical attributes to solve crimes; soil and geologic characteristics associated with crime scene examination; physical, biological and chemical characteristics and use of trace evidence.",-1,Unknown,0,3.0
SCSC402,SCSC 402,Crop Stress Management,SCSC,4,"Identification, measurement, biology, physiology and management of crop stress; limitations of specific environments to crop productivity; morphological and physiological crop stress response mechanisms.",3.35,Moderate,0,3.0
SCSC405,SCSC 405,Soil and Water Microbiology,SCSC,3,"Roles of soil and water microorganisms in the sustainability and productivity of various ecosystems with specific emphasis on plant-microbial interactions, nutrient cycling, degradation of pesticides and other xenobiotics, generation of trace gases, and soil and water quality; hands-on laboratory experience with current techniques in soil and water microbiology.",3.09,Challenging,30,3.8
SCSC406,SCSC 406,Soil and Water Microbiology Laboratory,SCSC,1,"Hands-on experience with current techniques for examining the types, numbers, activity and roles of soil and water microorganisms with specific application to the carbon, nitrogen and sulfur cycle; plant-microbial  interactions; soil and water quality.",3.87,Light,0,3.0
SCSC410,SCSC 410,International Agricultural Systems,SCSC,3,Contrast modern agriculture systems with those in developing countries; emphasis on natural resources and technologies interacting with economic and social development on a global scale.,3.96,Light,15,5.0
SCSC411,SCSC 411,Biotechnology for Crop Improvement,SCSC,3,"Use of biotechnology to improve agricultural, horticultural and forest crops; techniques and methods used and case studies where biotechnology has been used to alter traits such as pathogen resistance, protein or oil consumption, ripening, fertility and wood properties.",3.07,Challenging,7,3.0
SCSC420,SCSC 420,Brazilian Agriculture and Food Production Systems,SCSC,6,"Comparison and study of Brazilian and U.S. agriculture and culture related to soil, water, and forest conservation and management in Brazil; tour and learn about Amazon River, rain forest, Brasilia, farm, ranch, and floral production systems, agricultural cooperatives and research, sugar and alcohol production, phosphate mining and production; visit points of interest.",-1,Unknown,0,3.0
SCSC421,SCSC 421,International Agricultural Research Centers - Mexico,SCSC,3,International agricultural research; CIMMYT interaction; modern and underdeveloped tropical agricultural systems; introduction to Mexican culture; critical evaluation of complex and international agricultural issues and research programs.,-1,Unknown,0,3.0
SCSC422,SCSC 422,Soil Fertility and Plant Nutrient Management,SCSC,3,"Chemical and biological reactions in soils that influence nutrient availability to plants; environmental aspects associated with nutrient availability and fertilization, especially for nitrogen (N) and phosphorus (P).",3.65,Moderate,0,5.0
SCSC424,SCSC 424,Soil Chemistry,SCSC,3,"Chemistry of clay minerals, inorganic solid phases, and organic colloids in soil; mass transfer reactions in soils: absorption/desorption, precipitation/dissolution, gas/liquid phase exchange; principles of soil acidity and salinity; introduction to application of equilibrium concepts in soils.",-1,Unknown,0,3.0
SCSC427,SCSC 427,Sports Field Construction,SCSC,4,"Development of knowledge, skills, and experiences for the design and construction of a turfgrass-based sports field; case studies and visits to model fields, guest lectures from sports field owners, designers, and construction company managers; hands-on construction of a small-scale sand-based sports field.",2.95,Challenging,20,4.6
SCSC428,SCSC 428,Advanced Turf Ecology and Physiology,SCSC,3,"Examination of how environmental stresses, genetics, and cultural management practices influence the growth, development, and physiology of turfgrasses; exploration of how turf communities function within urban landscapes; introduction to environmental, social, and political issues encountered when managing these areas.",3.13,Challenging,0,4.6
SCSC429,SCSC 429,Turf Management Systems,SCSC,4,"Development of turf management plans for large turfgrass sites including parks, golf courses and sports facilities; use of case studies to critically analyze turf management programs.",3.72,Light,0,5.0
SCSC430,SCSC 430,Turfgrass Maintenance,SCSC,3,"Effective leadership and management strategies, organizational structures, human resource management, employee training and motivational strategies, effective professional communication approaches with clientele, employees and within a leadership team within a turfgrass facility framework; emphases on ethics, professional development and life-long learning.",-1,Unknown,0,3.0
SCSC432,SCSC 432,Soil Fertility and Plant Nutrient Management Laboratory,SCSC,1,"Methods used in soil testing, fertilizer recommendations, chemical and physical properties of soils, and determination of specific characteristics of a collected and analyzed soil sample.",4.0,Light,0,3.0
SCSC436,SCSC 436,Industrial Hemp Bioproducts,SCSC,3,"Examination of the relevance and scalability (DIY vs research vs commercial) of renewable, industrial hemp bioproducts within emerging bioeconomies, including biomass production and conversion platforms, potential biopolymer (biocomposite, phytochemical, platform molecule markets), environmental impacts and ecosystem services, and social, policy, and ethical considerations.",-1,Unknown,0,3.0
SCSC441,SCSC 441,Advances in Agronomic Sciences,SCSC,3,"Synthesis, integration and extension of agronomic and related concepts for understanding the functioning and management of agricultural cropping systems.",-1,Unknown,0,2.3
SCSC444,SCSC 444,Forage Ecology and Management,SCSC,3,"Investigation of multidisciplinary approaches toward the development of integrated forage, livestock, and wildlife production systems that are economically feasible and environmentally sustainable.",3.14,Challenging,13,3.0
SCSC446,SCSC 446,Weed Management and Ecology,SCSC,3,"Practical information related to weed management and ecology for various vegetative systems to include turf and agronomic crops; calibration of applicators, herbicide labels, mode of action of herbicides, herbicide-resistant weed management.",3.54,Moderate,0,3.0
SCSC449,SCSC 449,Weed Judging,SCSC,1,"Comprehensive understanding of weed identification and management; practical, hands-on training; participation in the Southern Weed Science Society Weed Contest; expanding knowledge of forest, rangeland, agronomic, and turfgrass weeds. May be taken three times for credit.",-1,Unknown,0,3.0
SCSC453,SCSC 453,Essentials for Weed Systematic Identification and Management in Agronomy,SCSC,3,"Fundamental understanding and hands-on training on the basics of plant weed identification and management; relevant to agronomy, turf, horticulture and rangeland science and vegetation identification and management.",3.83,Light,7,3.0
SCSC455,SCSC 455,Environmental Soil and Water Science,SCSC,3,"Discussion of physical, chemical, and biological properties of soil and water and the impact on productivity and sustainability of various ecosystems; application of the knowledge of properties and soil processes to develop and evaluate strategies for protecting and/or improving soil and water quality.",3.11,Challenging,34,3.0
SCSC458,SCSC 458,"Watershed, Water and Soil Quality Management",SCSC,3,Land use impact on surface and ground water chemistry; legislation impacting water quality; surface and groundwater impairment and restoration.,-1,Unknown,0,3.0
SCSC481,SCSC 481,Senior Seminar,SCSC,2,"Capstone course bringing together student experiences, exams, and exercises necessary for completing and assessing curriculum program learning outcomes.",3.77,Light,18,3.0
SCSC484,SCSC 484,Internship,SCSC,4,Practical on-the-job experience in the student's area of specialization. 0 or better GPR in major and overall.,4.0,Light,0,3.0
SCSC485,SCSC 485,Directed Studies,SCSC,4,For advanced undergraduates to permit field or laboratory investigation or study of subject matter not included in established courses.,4.0,Light,9,3.0
SCSC489,SCSC 489,Special Topics in...,SCSC,4,Selected topics in an identified area of agronomy. May be repeated for credit.,4.0,Light,6,3.0
SCSC491,SCSC 491,Research,SCSC,4,Research conducted under the direction of faculty member in agronomy. May be repeated 2 times for credit. Registration in multiple sections of this course are possible within a given semester provided that the per semester credit hour limit is not exceeded.,4.0,Light,21,3.0
SEFB315,SEFB 315,Clinical Teaching I - Collaborative Practices in Education to Support Students with Disabilities,SEFB,3,"Field-based study of collaborative partnerships used in education to support students with disabilities; topics include best-practices in collaboration and effective co-teaching strategies; collaboration between professionals such as special educators, general educators, paraprofessionals, related service professionals, community agencies, and with families.",4.0,Light,17,3.0
SEFB325,SEFB 325,Clinical Teaching II - Academic Data-Based Interventions,SEFB,4,"Field-based study of evidence-based academic interventions for students who are at-risk or who have disabilities; includes response to intervention (RTI)/multi-tier systems of supports (MTSS) strategies, data driven decision-making with assessments, data collection, selection of interventions, applying interventions, and progress monitoring used in school-based settings.",4.0,Light,6,3.0
SEFB410,SEFB 410,Clinical Teaching III - Specialized Instruction in High Support Needs,SEFB,4,"Overview of learning and behavioral characteristics of individuals with low-incidence disabilities such as intellectual disability, autism, physical disabilities, traumatic brain injury, sensory impairments, and multiple disabilities; research-based practices in assessment, instructional strategies, collaboration, and designing educational environments that facilitate active participation, self-advocacy, and independence.",-1,Unknown,0,3.0
SEFB420,SEFB 420,Education and Employment Issues in Secondary Special Education,SEFB,3,"Field-based course involving psychological, social, physical and cognitive development of secondary-age students; career assessment; programmatic options within educational and employment settings; transition models from school to adult settings.",3.97,Light,8,3.0
SEFB425,SEFB 425,Clinical Teaching IV,SEFB,6,Observation and participation in an accredited special education classroom; techniques of teaching special education and appropriate instructional strategies for students with exceptionalities. Must be taken on a satisfactory/unsatisfactory basis.,-1,Unknown,0,3.0
SEFB430,SEFB 430,Practicum in Applied Behavior Analysis,SEFB,3,University-supervised experience related to specializations in special education and behavior analysis. May be taken 8 times for credit.,-1,Unknown,0,3.0
SENG310,SENG 310,Fundamentals of Safety Engineering,SENG,3,"Application of scientific and engineering principles in the selection and design of control systems related to chemical, physical and ergonomic exposures in the process and manufacturing industries; relationships of criteria, analysis and specifications for the assessment and control of occupational related illnesses.",3.75,Light,0,3.7
SENG312,SENG 312,System Safety Engineering,SENG,3,"Application of system safety analytical techniques to the design process; emphasis on the management of a system safety or product safety program; relationship with other disciplines such as reliability, maintainability, human factors and product liability applications.",3.18,Challenging,75,3.0
SENG321,SENG 321,Safety Management Systems,SENG,3,"Concepts of design, operation and maintenance of optimally safe systems, risk management, economic impact, legislation, performance measurement and accident investigation and analysis; principles and practices in industrial hygiene engineering, fire protection engineering and introduction to systems safety engineering.",3.37,Moderate,0,3.4
SENG422,SENG 422,Fire Protection Engineering - Facilities Design,SENG,3,"Design of facilities from a fire protection engineering viewpoint including fire detection and fire control systems; materials, equipment, exposures, occupancies and processes; both public and industrial occupancies studied to determine fire protection design specifications.",3.36,Moderate,43,3.0
SENG430,SENG 430,Risk Engineering,SENG,3,"Concepts of risk and risk assessment, including use of all available information to provide a foundation for risk-informed and cost-effective engineering practices; examples and exercises from a variety of engineering areas.",3.36,Moderate,0,3.0
SENG440,SENG 440,Material Safety in Semiconductor Manufacturing,SENG,3,"In-depth understanding of hazardous materials commonly used in semiconductor manufacturing processes; focus on the significance of hazardous materials handling and the safe way to do it; safe handling practices, storage requirements, emergency response procedures, and regulatory compliance specific to hazardous materials in semiconductor facilities; modeling and management techniques for different consequences (e.g., toxicity, fire, and explosion).",-1,Unknown,0,3.0
SENG441,SENG 441,Process Safety in Semiconductor Manufacturing,SENG,3,"Comprehensive understanding of chemical process safety principles and practices specifically tailored to the semiconductor manufacturing industry; overview of how to identify and mitigate hazards associated with chemical processes, develop emergency response plans, and gain insights into safety management systems within semiconductor facilities.",3.6,Moderate,5,3.0
SENG442,SENG 442,Vapor Phase Techniques for Semiconductor Manufacturing,SENG,3,"Comprehensive understanding of physical vapor deposition (PVD) and chemical vapor deposition (CVD) techniques and their crucial roles in semiconductor manufacturing; understanding of the principles, processes, and applications of PVD and CVD, with a specific focus on mass transport, heat transport, chemistry for CVD, epitaxy, vapor phase exchange, and CVD reactor design; topics include how to distinguish between PVD and CVD methods, effectively choose the most suitable CVD techniques for specific industrial applications, perform calculations related to mass transport, analyze heat transfer mechanisms, anticipate chemical reactions within deposition processes, apply epitaxial growth principles, optimize vapor phase exchange mechanisms, and engineer custom CVD reactor systems tailored to industry requirements; various aspects of semiconductor manufacturing, research, and development; exploration of the efficiency of film deposition processes, exert control over film characteristics, and actively contribute to the continuous advancement of semiconductor technology.",-1,Unknown,0,3.0
SENG455,SENG 455,Process Safety Engineering,SENG,3,"Applications of engineering principles to process safety and hazards analysis, mitigation, and prevention, with special emphasis on the chemical process industries; includes source modeling for leakage rates, dispersion, analysis, relief valve sizing, fire and explosion damage analysis, hazards identification, risk analysis, accident investigations.",3.24,Challenging,0,3.0
SENG460,SENG 460,Quantitative Risk Analysis in Safety Engineering,SENG,3,"Fundamental concepts, techniques, and applications of risk analysis and risk-informed decision making for engineering students; practical uses of probabilistic methods are demonstrated in exercises and case studies from diverse engineering areas.",3.13,Challenging,6,3.0
SENG485,SENG 485,Directed Studies,SENG,4,"Permits students to develop special projects in industrial hygiene engineering, safety engineering or fire protection engineering. Project must be approved by department head.",-1,Unknown,0,3.0
SENG489,SENG 489,Special Topics in...,SENG,4,"Selected topics in industrial hygiene engineering, safety engineering or fire protection engineering of specific student interest. May be repeated for credit.",-1,Unknown,0,3.0
SOCI203,SOCI 203,U.S.-Mexico Border,SOCI,3,"Understanding of the U.S.-Mexico border from different theoretical perspectives, including structural violence, identity, power and demography.",3.72,Light,26,4.1
SOCI205,SOCI 205,Introduction to Sociology,SOCI,3,"(SOCI 1301) Introduction to Sociology.   Sociological perspectives including concepts and methods; social class and social status, the family, minorities, crime, religion, power, urbanization and population; also taught at Galveston campus.",3.41,Moderate,727,3.7
SOCI206,SOCI 206,Global Social Trends,SOCI,3,"Long-term trends in world societies from ancient times to the present and to the foreseeable future; emphasis on contemporary international issues and problems, techniques of analysis and future projections.",-1,Unknown,0,3.0
SOCI207,SOCI 207,Introduction to Gender and Society,SOCI,3,Similarities and differences between females and males in a number of cultures throughout the world; sociological analysis of gender in relation to social structure.,3.39,Moderate,175,3.7
SOCI210,SOCI 210,Sociology of Technology and Science,SOCI,3,"Examination of technology and science from a variety of theoretical perspectives; process by which engineered products are influenced by social factors as well as how they in turn, impact society; exploration and critique of classic and contemporary theories of technological development.",2.8,Challenging,36,3.9
SOCI211,SOCI 211,Sociology of Deviance,SOCI,3,Perspectives on non-normative behavior; theories of deviance.,3.26,Challenging,78,3.8
SOCI212,SOCI 212,Sociology of Popular Culture,SOCI,3,"Examination of the classic and contemporary social scientific definitions and theories of culture, and popular versus “high” or elite culture(s), various forms and arenas of popular culture, such as television, film, and music, institutions and popular culture, identity (race, class, gender and sexuality) and popular culture.",-1,Unknown,0,4.7
SOCI213,SOCI 213,Gender and Health,SOCI,3,"An examination of social and historical context of health in the U.S., including inequities in health by gender, race, class and gendered issues in health professions.",3.56,Moderate,45,3.7
SOCI214,SOCI 214,Social Problems,SOCI,3,"Survey and exploration of causes and consequences of major social problems in American society such as poverty, unemployment, energy, alcohol, other drugs and sexual abuse.",3.24,Challenging,190,3.9
SOCI215,SOCI 215,"Introduction to Lesbian, Gay, Bisexual, Transgender, and Queer Studies",SOCI,3,"Interdisciplinary survey of the histories of and theories regarding Lesbian, Gay, Bisexual, Transgender, Queer (LGBTQ+) identities and communities; the social construction of sexuality and gender; institutional ways in which homophobia, biphobia, and transphobia are systematically deployed; advocacy by and on behalf of LGBTQ+ individuals; evolution of desire and subjectivity.",-1,Unknown,0,4.9
SOCI217,SOCI 217,Introduction to Race and Ethnicity,SOCI,3,"Introduction to the sociological examination of race and ethnicity in U.S. society; overview of theories and methods in the study of race and ethnicity, an understanding of how they function as individual and group-level identities, and organizing principles in social institutions.",3.26,Challenging,115,3.7
